Rk,Player,Age,Tm,Pos,GP,G,A,PTS,GC,plusMinus,PIM,EV,PP,SH,GW,S,S%,TOI,ATOI
777,Colten Teubert,21,EDM,D,24,0,1,1,0,-5,25,0,0,0,0,13,0,303,12:39
778,Bill Thomas,28,FLA,RW,7,1,0,1,1,0,0,1,0,0,0,9,11.1,61,8:44
779,Travis Turnbull,25,BUF,C,3,1,0,1,1,0,5,1,0,0,0,3,33.3,15,4:55
780,Alexander Urbom,21,NJD,D,5,1,0,1,1,1,9,1,0,0,0,3,33.3,68,13:36
781,Chris Vande Velde,24,EDM,C,5,1,0,1,1,2,2,1,0,0,0,1,100,49,9:52
782,Aaron Volpatti,26,VAN,RW,23,1,0,1,1,-2,37,1,0,0,0,17,5.9,206,8:58
783,Mika Zibanejad,18,OTT,C,9,0,1,1,0,-3,2,0,0,0,0,12,0,116,12:54
784,Joakim Andersson,22,DET,C,5,0,0,0,0,1,0,0,0,0,0,3,0,33,6:40
785,Carter Ashton,20,TOR,RW,15,0,0,0,0,-10,13,0,0,0,0,22,0,156,10:25
786,Tyson Barrie,20,COL,D,10,0,0,0,0,-2,0,0,0,0,0,15,0,176,17:39
787,Matt Bartkowski,23,BOS,D,3,0,0,0,0,-2,0,0,0,0,0,0,,18,6:08
788,Brendan Bell,28,NYR,D,1,0,0,0,0,-1,0,0,0,0,0,2,0,11,11:26
789,Mark Bell,31,ANA,LW,5,0,0,0,0,0,5,0,0,0,0,0,,32,6:26
790,Alexandre Bolduc,26,PHX,C,2,0,0,0,0,-1,2,0,0,0,0,1,0,14,7:10
791,Brandon Bollig,25,CHI,LW,18,0,0,0,0,-2,58,0,0,0,0,16,0,106,5:53
792,Mark Borowiecki,22,OTT,D,2,0,0,0,0,-1,2,0,0,0,0,1,0,25,12:30
793,Robert Bortuzzo,22,PIT,D,6,0,0,0,0,1,2,0,0,0,0,3,0,65,10:54
794,Eric Boulton,35,NJD,LW,51,0,0,0,0,-12,115,0,0,0,0,25,0,336,6:35
795,Evan Brophey,25,COL,C,3,0,0,0,0,0,0,0,0,0,0,0,,13,4:11
796,Dane Byers,25,CBJ,LW,8,0,0,0,0,0,29,0,0,0,0,8,0,65,8:05
797,Brett Carson,26,CGY,D,2,0,0,0,0,-2,0,0,0,0,0,1,0,23,11:22
798,Taylor Chorney,24,TOT,D,5,0,0,0,0,-1,0,0,0,0,0,2,0,71,14:09
799,Mat Clark,21,ANA,D,2,0,0,0,0,-2,0,0,0,0,0,2,0,22,11:02
800,Sean Collins,28,WSH,D,2,0,0,0,0,-1,0,0,0,0,0,3,0,22,10:56
801,Mike Connolly,22,COL,LW,2,0,0,0,0,0,2,0,0,0,0,1,0,25,12:21
802,Patrice Cormier,21,WPG,C,9,0,0,0,0,1,0,0,0,0,0,8,0,57,6:22
803,Tyler Cuma,22,MIN,D,1,0,0,0,0,0,2,0,0,0,0,0,,11,11:09
804,Calvin De Haan,20,NYI,D,1,0,0,0,0,1,0,0,0,0,0,2,0,13,13:01
805,Guillaume Desbiens,26,CGY,D,10,0,0,0,0,-1,25,0,0,0,0,2,0,71,7:07
806,Brenden Dillon,21,DAL,D,1,0,0,0,0,0,0,0,0,0,0,6,0,20,19:59
807,Jon DiSalvatore,30,MIN,LW,1,0,0,0,0,0,2,0,0,0,0,2,0,14,14:27
808,Matt Donovan,21,NYI,D,3,0,0,0,0,-3,0,0,0,0,0,6,0,56,18:34
809,Gabriel Dumont,21,MTL,C,3,0,0,0,0,-1,0,0,0,0,0,1,0,26,8:34
810,Philippe Dupuis,26,TOR,C,30,0,0,0,0,-2,16,0,0,0,0,30,0,315,10:30
811,Mattias Ekholm,21,NSH,D,2,0,0,0,0,-1,0,0,0,0,0,1,0,25,12:25
812,Andreas Engqvist,24,MTL,C,12,0,0,0,0,-1,4,0,0,0,0,3,0,79,6:36
813,Brett Festerling,25,WPG,D,5,0,0,0,0,-1,2,0,0,0,0,2,0,66,13:07
814,Joe Finley,24,BUF,D,5,0,0,0,0,-3,12,0,0,0,0,1,0,39,7:48
815,Kris Foucault,21,MIN,LW,1,0,0,0,0,0,0,0,0,0,0,0,,9,8:50
816,Mark Fraser,25,NJD,D,4,0,0,0,0,-2,14,0,0,0,0,0,,57,14:20
817,Matt Fraser,21,DAL,LW,1,0,0,0,0,0,0,0,0,0,0,1,0,4,3:57
818,Kris Fredheim,24,MIN,D,3,0,0,0,0,-2,2,0,0,0,0,0,,36,11:59
819,Aaron Gagnon,25,WPG,C,7,0,0,0,0,-1,0,0,0,0,0,6,0,66,9:27
820,Trevor Gillies,33,NYI,LW,3,0,0,0,0,-1,0,0,0,0,0,1,0,9,2:52
821,Scott Glennie,20,DAL,RW,1,0,0,0,0,0,2,0,0,0,0,0,,10,9:35
822,Cody Goloubef,22,CBJ,D,1,0,0,0,0,1,0,0,0,0,0,0,,6,6:00
823,Micheal Haley,25,NYI,C,14,0,0,0,0,-1,57,0,0,0,0,13,0,111,7:57
824,Josh Hennessy,26,BOS,C,3,0,0,0,0,1,2,0,0,0,0,2,0,20,6:46
825,Mike Hoffman,22,OTT,C,1,0,0,0,0,-1,0,0,0,0,0,0,,9,9:01
826,Ben Holmstrom,24,PHI,C,5,0,0,0,0,0,2,0,0,0,0,3,0,34,6:43
827,Kristian Huselius,33,CBJ,LW,2,0,0,0,0,-2,2,0,0,0,0,2,0,32,16:12
828,Raitis Ivanans,33,CGY,LW,1,0,0,0,0,-1,0,0,0,0,0,0,,11,11:05
829,Jean-Francois Jacques,26,ANA,LW,6,0,0,0,0,2,12,0,0,0,0,7,0,40,6:37
830,Andrew Joudrey,27,CBJ,C,1,0,0,0,0,0,0,0,0,0,0,1,0,9,9:16
831,Bracken Kearns,30,FLA,C,5,0,0,0,0,0,10,0,0,0,0,0,,36,7:14
832,D.J. King,28,WSH,LW,1,0,0,0,0,0,0,0,0,0,0,1,0,7,6:58
833,Carl Klingberg,21,WPG,LW,6,0,0,0,0,-1,4,0,0,0,0,7,0,33,5:30
834,Arturs Kulda,23,WPG,D,9,0,0,0,0,3,4,0,0,0,0,8,0,98,10:52
835,Tomas Kundratek,22,WSH,D,5,0,0,0,0,0,2,0,0,0,0,2,0,49,9:45
836,Milan Kytnar,22,EDM,C,1,0,0,0,0,0,0,0,0,0,0,1,0,6,5:31
837,Teemu Laakso,24,NSH,D,9,0,0,0,0,-1,8,0,0,0,0,4,0,104,11:35
838,Pierre-Luc Letourneau-Leblond,26,CGY,RW,3,0,0,0,0,1,10,0,0,0,0,3,0,15,4:51
839,Lane MacDermid,22,BOS,D,5,0,0,0,0,-2,5,0,0,0,0,6,0,45,8:54
840,Steve MacIntyre,31,PIT,LW,12,0,0,0,0,0,6,0,0,0,0,0,,38,3:11
841,Mark Mancari,26,VAN,RW,6,0,0,0,0,0,0,0,0,0,0,5,0,50,8:19
842,Brandon Manning,21,PHI,D,4,0,0,0,0,1,0,0,0,0,0,6,0,55,13:44
843,Patrick Maroon,23,ANA,LW,2,0,0,0,0,0,2,0,0,0,0,1,0,25,12:33
844,Kevin Marshall,22,PHI,D,10,0,0,0,0,-1,8,0,0,0,0,6,0,88,8:46
845,Jon Matsumoto,25,FLA,C,1,0,0,0,0,0,0,0,0,0,0,0,,5,5:04
846,Kenndal McArdle,25,WPG,LW,9,0,0,0,0,-3,4,0,0,0,0,3,0,55,6:07
847,John McCarthy,25,SJS,LW,10,0,0,0,0,-2,10,0,0,0,0,14,0,94,9:26
848,Colin McDonald,27,PIT,C,5,0,0,0,0,0,0,0,0,0,0,6,0,42,8:28
849,Frazer McLaren,24,SJS,LW,7,0,0,0,0,0,9,0,0,0,0,2,0,34,4:53
850,Derek Meech,27,WPG,D,2,0,0,0,0,1,4,0,0,0,0,2,0,23,11:27
851,Andy Miele,23,PHX,C,7,0,0,0,0,-3,6,0,0,0,0,4,0,63,8:56
852,Jeremy Morin,20,CHI,LW,3,0,0,0,0,-1,0,0,0,0,0,2,0,27,8:52
853,Chris Mueller,25,NSH,C,4,0,0,0,0,-1,0,0,0,0,0,4,0,37,9:09
854,Greg Nemisz,21,CGY,C,9,0,0,0,0,1,0,0,0,0,0,2,0,69,7:43
855,Aaron Ness,21,NYI,D,9,0,0,0,0,0,2,0,0,0,0,6,0,152,16:56
856,Kris Newbury,29,NYR,C,7,0,0,0,0,-1,24,0,0,0,0,2,0,41,5:53
857,Evan Oberg,23,TBL,D,3,0,0,0,0,2,0,0,0,0,0,3,0,30,9:50
858,Rostislav Olesz,26,CHI,C,6,0,0,0,0,-1,6,0,0,0,0,6,0,55,9:06
859,Victor Oreskovich,25,VAN,D,1,0,0,0,0,0,7,0,0,0,0,0,,6,6:17
860,Andre Petersson,21,OTT,RW,1,0,0,0,0,0,0,0,0,0,0,0,,5,5:02
861,Joe Piskula,27,CGY,D,5,0,0,0,0,-5,2,0,0,0,0,2,0,54,10:54
862,Paul Postma,22,WPG,D,3,0,0,0,0,0,0,0,0,0,0,3,0,26,8:31
863,Dalton Prout,21,CBJ,D,5,0,0,0,0,1,0,0,0,0,0,2,0,59,11:48
864,Rhett Rakhshani,23,NYI,RW,5,0,0,0,0,0,2,0,0,0,0,3,0,61,12:09
865,Greg Rallo,30,FLA,C,1,0,0,0,0,0,0,0,0,0,0,1,0,4,3:31
866,Joel Rechlicz,24,WSH,RW,3,0,0,0,0,0,10,0,0,0,0,0,,6,1:59
867,Mattias Ritola,24,TBL,C,5,0,0,0,0,-2,6,0,0,0,0,14,0,54,10:50
868,Colby Robak,21,FLA,D,3,0,0,0,0,1,0,0,0,0,0,1,0,38,12:34
869,Bryan Rodney,27,EDM,D,1,0,0,0,0,-1,0,0,0,0,0,0,,13,13:17
870,Jay Rosehill,26,TOR,D,31,0,0,0,0,-4,60,0,0,0,0,15,0,183,5:55
871,Brandon Saad,19,CHI,LW,2,0,0,0,0,0,0,0,0,0,0,3,0,28,14:01
872,Bobby Sanguinetti,23,CAR,D,3,0,0,0,0,0,0,0,0,0,0,5,0,36,11:56
873,Max Sauve,22,BOS,C,1,0,0,0,0,0,0,0,0,0,0,0,,4,3:43
874,Brandon Segal,28,TBL,RW,10,0,0,0,0,-2,4,0,0,0,0,8,0,66,6:35
875,Tim Sestito,27,NJD,LW,18,0,0,0,0,-5,7,0,0,0,0,6,0,149,8:15
876,Riley Sheahan,20,DET,C,1,0,0,0,0,0,4,0,0,0,0,3,0,6,6:03
877,Reilly Smith,20,DAL,RW,3,0,0,0,0,-3,2,0,0,0,0,2,0,25,8:24
878,Brett Sterling,27,STL,LW,4,0,0,0,0,-1,0,0,0,0,0,5,0,30,7:34
879,Zack Stortini,26,NSH,RW,1,0,0,0,0,0,7,0,0,0,0,1,0,5,4:53
880,Colin Stuart,29,BUF,LW,2,0,0,0,0,-3,0,0,0,0,0,0,,12,6:12
881,Bill Sweatt,23,VAN,LW,2,0,0,0,0,0,0,0,0,0,0,2,0,11,5:21
882,Ryan Thang,24,NSH,LW,1,0,0,0,0,0,0,0,0,0,0,0,,9,8:32
883,Matt Walker,31,PHI,D,4,0,0,0,0,-2,16,0,0,0,0,2,0,44,10:58
884,Francis Wathier,27,DAL,LW,1,0,0,0,0,0,0,0,0,0,0,0,,5,5:25
885,Matt Watkins,25,PHX,RW,1,0,0,0,0,-1,0,0,0,0,0,0,,7,6:37
886,Jeremy Welsh,23,CAR,LW,1,0,0,0,0,0,4,0,0,0,0,2,0,17,16:32
887,Trent Whitfield,34,BOS,C,1,0,0,0,0,0,0,0,0,0,0,1,0,14,13:59
888,Derek Whitmore,27,BUF,LW,2,0,0,0,0,0,0,0,0,0,0,2,0,25,12:31
889,Clay Wilson,28,CGY,D,5,0,0,0,0,0,4,0,0,0,0,7,0,66,13:15
890,Kyle Wilson,27,NSH,C,5,0,0,0,0,-1,0,0,0,0,0,2,0,41,8:09
891,Ty Wishart,23,NYI,D,1,0,0,0,0,0,0,0,0,0,0,0,,17,17:16
892,Nolan Yonkman,30,FLA,D,1,0,0,0,0,0,0,0,0,0,0,0,,6,6:19
893,Steven Zalewski,25,NJD,C,7,0,0,0,0,-2,0,0,0,0,0,6,0,74,10:34
894,Vladimir Zharkov,24,NJD,RW,4,0,0,0,0,-2,0,0,0,0,0,0,,20,4:53
